1217;148;36;65;1217;148;1253;213
1662;552;36;61;1662;552;1698;613
982;944;44;59;982;944;1026;1003
1515;1129;43;64;1515;1129;1558;1193
386;1244;41;62;386;1244;427;1306
1097;1331;39;60;1097;1331;1136;1391
1498;1335;41;60;1498;1335;1539;1395
1314;1427;36;54;1314;1427;1350;1481
1129;1526;41;58;1129;1526;1170;1584
1101;1626;38;62;1101;1626;1139;1688
755;1731;38;58;755;1731;793;1789
1395;1905;35;68;1395;1905;1430;1973
854;2128;36;62;854;2128;890;2190
1149;2128;39;60;1149;2128;1188;2188
1857;2219;39;62;1857;2219;1896;2281
1704;2494;29;68;1704;2494;1733;2562
