260;86;21;24;260;86;281;110
354;85;22;27;354;85;376;112
417;85;18;24;417;85;435;109
870;87;20;23;870;87;890;110
460;146;17;28;460;146;477;174
797;147;28;29;797;147;825;176
983;152;21;26;983;152;1004;178
596;207;21;26;596;207;617;233
648;206;20;29;648;206;668;235
717;202;29;32;717;202;746;234
800;211;18;26;800;211;818;237
904;212;20;27;904;212;924;239
953;218;16;21;953;218;969;239
327;318;24;28;327;318;351;346
506;321;20;27;506;321;526;348
645;326;22;30;645;326;667;356
604;384;19;28;604;384;623;412
838;387;19;24;838;387;857;411
633;441;22;29;633;441;655;470
204;499;19;28;204;499;223;527
347;503;26;32;347;503;373;535
1026;503;20;25;1026;503;1046;528
160;621;21;30;160;621;181;651
361;621;21;27;361;621;382;648
1020;622;23;30;1020;622;1043;652
211;684;17;22;211;684;228;706
830;691;19;26;830;691;849;717
613;743;23;30;613;743;636;773
862;745;22;30;862;745;884;775
417;810;24;27;417;810;441;837
617;800;22;29;617;800;639;829
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
